#MJD,flux_change_target,flux_target,flux_current_for_recon
56562.499976851854,1.4229074889867843,2.2e-07,9.08e-08
56653.499976851854,-0.4590909090909091,1.19e-07,2.2e-07
56674.499976851854,0.21848739495798308,1.45e-07,1.19e-07
56709.499976851854,0.05517241379310356,1.53e-07,1.45e-07
56716.499976851854,-0.12418300653594772,1.34e-07,1.53e-07
56723.499976851854,-0.5537313432835821,5.98e-08,1.34e-07
56737.499976851854,0.40802675585284276,8.42e-08,5.98e-08
56975.499976851854,0.029691211401425166,8.67e-08,8.42e-08
56982.499976851854,0.14648212226066892,9.94e-08,8.67e-08
57017.499976851854,-0.15593561368209252,8.39e-08,9.94e-08
57059.499976851854,-0.028605482717520947,8.15e-08,8.39e-08
57066.499976851854,0.2638036809815951,1.03e-07,8.15e-08
57073.499976851854,-0.043689320388349495,9.85e-08,1.03e-07
57108.499976851854,-0.3411167512690355,6.49e-08,9.85e-08
57115.499976851854,0.1510015408320493,7.47e-08,6.49e-08
57178.499976851854,-0.03346720214190102,7.22e-08,7.47e-08
57192.499976851854,0.12326869806094187,8.11e-08,7.22e-08
57199.499976851854,1.404438964241677,1.95e-07,8.11e-08
57206.49996527778,-0.2615384615384616,1.44e-07,1.95e-07
57213.49996527778,0.0,1.44e-07,1.44e-07
57220.49996527778,0.5555555555555556,2.24e-07,1.44e-07
57227.49996527778,-0.4241071428571428,1.29e-07,2.24e-07
57234.49996527778,0.12403100775193776,1.45e-07,1.29e-07
57241.49996527778,0.2551724137931035,1.82e-07,1.45e-07
57248.49996527778,-0.12087912087912078,1.6e-07,1.82e-07
57255.49996527778,-0.025000000000000022,1.56e-07,1.6e-07
57262.49996527778,-0.25,1.17e-07,1.56e-07
57269.49996527778,-0.25726495726495724,8.69e-08,1.17e-07
57276.49996527778,-0.33601841196777904,5.77e-08,8.69e-08
57283.49996527778,0.5805892547660312,9.12e-08,5.77e-08
57311.49996527778,-0.4057017543859649,5.42e-08,9.12e-08
57318.49996527778,2.265682656826568,1.77e-07,5.42e-08
57339.49996527778,-0.02259887005649719,1.73e-07,1.77e-07
57360.49996527778,-0.2832369942196532,1.24e-07,1.73e-07
57367.49996527778,-0.11290322580645151,1.1e-07,1.24e-07
57374.49996527778,1.2454545454545451,2.47e-07,1.1e-07
57381.49996527778,0.1578947368421053,2.86e-07,2.47e-07
57388.49996527778,1.1468531468531467,6.14e-07,2.86e-07
57395.49996527778,0.07328990228013033,6.59e-07,6.14e-07
57402.49996527778,-0.4552352048558421,3.59e-07,6.59e-07
57409.49996527778,-0.5598885793871866,1.58e-07,3.59e-07
57416.49996527778,0.31645569620253156,2.08e-07,1.58e-07
57423.49996527778,-0.17788461538461542,1.71e-07,2.08e-07
57430.49996527778,-0.06432748538011701,1.6e-07,1.71e-07
57437.49996527778,-0.11250000000000004,1.42e-07,1.6e-07
57444.49996527778,-0.23239436619718312,1.09e-07,1.42e-07
57451.49996527778,0.9908256880733946,2.17e-07,1.09e-07
57465.49996527778,-0.6894009216589863,6.74e-08,2.17e-07
57472.49996527778,-0.029673590504450953,6.54e-08,6.74e-08
57486.49996527778,0.45107033639143723,9.49e-08,6.54e-08
57493.49996527778,-0.40674394099051625,5.63e-08,9.49e-08
57514.49996527778,2.463587921847247,1.95e-07,5.63e-08
57521.49996527778,0.1846153846153844,2.31e-07,1.95e-07
57528.49996527778,-0.5021645021645021,1.15e-07,2.31e-07
57535.49996527778,0.04347826086956519,1.2e-07,1.15e-07
57542.49996527778,-0.2124999999999999,9.45e-08,1.2e-07
57549.49996527778,0.8624338624338621,1.76e-07,9.45e-08
57563.49996527778,-0.4664772727272727,9.39e-08,1.76e-07
57570.49996527778,-0.4451544195953141,5.21e-08,9.39e-08
57584.49996527778,3.6257197696737045,2.41e-07,5.21e-08
57619.49996527778,-0.674688796680498,7.84e-08,2.41e-07
57640.49996527778,0.020408163265306145,8e-08,7.84e-08
57654.49996527778,-0.22499999999999998,6.2e-08,8e-08
57745.49996527778,2.370967741935484,2.09e-07,6.2e-08
57773.4999537037,-0.507177033492823,1.03e-07,2.09e-07
57836.4999537037,-0.22815533980582514,7.95e-08,1.03e-07
57843.4999537037,0.4842767295597483,1.18e-07,7.95e-08
57850.4999537037,0.6186440677966103,1.91e-07,1.18e-07
57871.4999537037,-0.6157068062827226,7.34e-08,1.91e-07
57885.4999537037,-0.14305177111716616,6.29e-08,7.34e-08
57955.4999537037,0.0031796502384737746,6.31e-08,6.29e-08
57997.4999537037,-0.150554675118859,5.36e-08,6.31e-08
58004.4999537037,-0.020522388059701413,5.25e-08,5.36e-08
58011.4999537037,0.7219047619047618,9.04e-08,5.25e-08
58116.4999537037,-0.08517699115044242,8.27e-08,9.04e-08
58123.4999537037,-0.19226118500604594,6.68e-08,8.27e-08
58228.4999537037,-0.09281437125748504,6.06e-08,6.68e-08
58235.4999537037,2.910891089108911,2.37e-07,6.06e-08
58438.4999537037,-0.30379746835443033,1.65e-07,2.37e-07
58445.4999537037,-0.38787878787878793,1.01e-07,1.65e-07
58473.4999537037,0.30693069306930676,1.32e-07,1.01e-07
58487.4999537037,-0.5181818181818181,6.36e-08,1.32e-07
58515.4999537037,0.7610062893081762,1.12e-07,6.36e-08
58613.4999537037,0.3571428571428572,1.52e-07,1.12e-07
58627.4999537037,-0.47631578947368425,7.96e-08,1.52e-07
58767.4999537037,1.399497487437186,1.91e-07,7.96e-08
58774.4999537037,-0.39790575916230364,1.15e-07,1.91e-07
58788.4999537037,-0.42260869565217396,6.64e-08,1.15e-07
58879.4999537037,0.6716867469879519,1.11e-07,6.64e-08
58886.4999537037,0.12612612612612617,1.25e-07,1.11e-07
58893.4999537037,-0.24319999999999997,9.46e-08,1.25e-07
58900.4999537037,-0.2325581395348837,7.26e-08,9.46e-08
58914.4999537037,-0.059228650137741146,6.83e-08,7.26e-08
58921.4999537037,0.3660322108345535,9.33e-08,6.83e-08
59019.4999537037,-0.1736334405144695,7.71e-08,9.33e-08
59082.4999537037,0.0622568093385214,8.19e-08,7.71e-08
59089.4999537037,-0.20390720390720385,6.52e-08,8.19e-08
59096.4999537037,0.07515337423312873,7.01e-08,6.52e-08
59117.4999537037,1.8815977175463625,2.02e-07,7.01e-08
59131.4999537037,-0.48514851485148514,1.04e-07,2.02e-07
59138.4999537037,-0.43653846153846154,5.86e-08,1.04e-07
59145.4999537037,0.2986348122866893,7.61e-08,5.86e-08
59166.4999537037,-0.28646517739816024,5.43e-08,7.61e-08
59180.4999537037,0.22467771639042367,6.65e-08,5.43e-08
59194.4999537037,0.5488721804511276,1.03e-07,6.65e-08
59208.4999537037,0.18446601941747587,1.22e-07,1.03e-07
59229.4999537037,0.5245901639344261,1.86e-07,1.22e-07
59236.4999537037,-0.31720430107526876,1.27e-07,1.86e-07
59243.4999537037,-0.09448818897637801,1.15e-07,1.27e-07
59250.4999537037,-0.5034782608695652,5.71e-08,1.15e-07
59264.4999537037,0.381786339754816,7.89e-08,5.71e-08
59271.4999537037,0.36882129277566533,1.08e-07,7.89e-08
59278.4999537037,0.23148148148148162,1.33e-07,1.08e-07
59285.4999537037,-0.4022556390977444,7.95e-08,1.33e-07
59299.4999537037,1.2389937106918238,1.78e-07,7.95e-08
59313.4999537037,-0.1685393258426966,1.48e-07,1.78e-07
59320.4999537037,1.7432432432432434,4.06e-07,1.48e-07
59341.4999537037,-0.059113300492610876,3.82e-07,4.06e-07
59348.4999537037,-0.34031413612565453,2.52e-07,3.82e-07
59355.4999537037,1.3214285714285716,5.85e-07,2.52e-07
59362.4999537037,-0.7760683760683761,1.31e-07,5.85e-07
59369.4999537037,-0.1984732824427481,1.05e-07,1.31e-07
59376.4999537037,-0.30285714285714294,7.32e-08,1.05e-07
59383.4999537037,0.3934426229508199,1.02e-07,7.32e-08
59390.4999537037,0.009803921568627416,1.03e-07,1.02e-07
59397.4999537037,-0.3271844660194174,6.93e-08,1.03e-07
59404.4999537037,0.7604617604617605,1.22e-07,6.93e-08
59418.4999537037,-0.06557377049180335,1.14e-07,1.22e-07
59425.4999537037,-0.3114035087719299,7.85e-08,1.14e-07
59537.4999537037,-0.02547770700636931,7.65e-08,7.85e-08
59579.4999537037,-0.19477124183006544,6.16e-08,7.65e-08
59586.4999537037,0.024350649350649567,6.31e-08,6.16e-08
59593.4999537037,0.10776545166402518,6.99e-08,6.31e-08
59600.4999537037,1.0457796852646637,1.43e-07,6.99e-08
59656.4999537037,0.1398601398601398,1.63e-07,1.43e-07
59663.4999537037,-0.17177914110429437,1.35e-07,1.63e-07
59670.4999537037,0.14074074074074083,1.54e-07,1.35e-07
59684.4999537037,-0.19480519480519487,1.24e-07,1.54e-07
59740.4999537037,-0.37580645161290316,7.74e-08,1.24e-07
59754.4999537037,0.13824289405684742,8.81e-08,7.74e-08
59775.4999537037,-0.3575482406356414,5.66e-08,8.81e-08
59782.4999537037,0.15547703180212036,6.54e-08,5.66e-08
59803.4999537037,0.12844036697247696,7.38e-08,6.54e-08
59824.4999537037,0.910569105691057,1.41e-07,7.38e-08
59838.4999537037,-0.15602836879432636,1.19e-07,1.41e-07
59845.4999537037,-0.16050420168067225,9.99e-08,1.19e-07
59880.4999537037,-0.4084084084084084,5.91e-08,9.99e-08
59915.4999537037,-0.030456852791878264,5.73e-08,5.91e-08
59922.4999537037,0.49040139616055844,8.54e-08,5.73e-08
59950.4999537037,-0.18618266978922726,6.95e-08,8.54e-08
59964.4999537037,-0.1755395683453237,5.73e-08,6.95e-08
59992.4999537037,0.9197207678883073,1.1e-07,5.73e-08
60083.4999537037,-0.2727272727272727,8e-08,1.1e-07
60125.4999537037,-0.17000000000000004,6.64e-08,8e-08
60132.4999537037,0.027108433734939874,6.82e-08,6.64e-08
60139.4999537037,1.434017595307918,1.66e-07,6.82e-08
60146.4999537037,-0.5620481927710843,7.27e-08,1.66e-07
60160.4999537037,0.3328748280605227,9.69e-08,7.27e-08
60167.4999537037,-0.2187822497420021,7.57e-08,9.69e-08
60174.4999537037,-0.07661822985468958,6.99e-08,7.57e-08
60181.4999537037,0.048640915593705314,7.33e-08,6.99e-08
60202.4999537037,390.54160982264665,2.87e-05,7.33e-08
60230.4999537037,-0.9957491289198607,1.22e-07,2.87e-05
60237.4999537037,-0.3631147540983607,7.77e-08,1.22e-07
60258.4999537037,-0.13899613899613905,6.69e-08,7.77e-08
60272.4999537037,0.4334828101644246,9.59e-08,6.69e-08
60279.4999537037,0.24087591240875894,1.19e-07,9.59e-08
60286.4999537037,1.1176470588235294,2.52e-07,1.19e-07
60293.4999537037,-0.3373015873015872,1.67e-07,2.52e-07
60321.4999537037,0.5449101796407185,2.58e-07,1.67e-07
60335.4999537037,1.0116279069767442,5.19e-07,2.58e-07
60342.4999537037,-0.5645472061657033,2.26e-07,5.19e-07
60349.4999537037,0.30530973451327426,2.95e-07,2.26e-07
60356.4999537037,-0.35932203389830497,1.89e-07,2.95e-07
60363.4999537037,0.16402116402116396,2.2e-07,1.89e-07
60370.4999537037,0.06363636363636349,2.34e-07,2.2e-07
60377.4999537037,0.4059829059829059,3.29e-07,2.34e-07
60384.4999537037,0.16109422492401215,3.82e-07,3.29e-07
60391.4999537037,-0.6518324607329843,1.33e-07,3.82e-07
60398.4999537037,-0.0977443609022558,1.2e-07,1.33e-07
60405.4999537037,-0.008333333333333304,1.19e-07,1.2e-07
60412.4999537037,2.19327731092437,3.8e-07,1.19e-07
60419.4999537037,-0.4789473684210527,1.98e-07,3.8e-07
60426.4999537037,0.22222222222222232,2.42e-07,1.98e-07
60447.4999537037,0.0,2.42e-07,2.42e-07
60454.4999537037,-0.7818181818181819,5.28e-08,2.42e-07
60468.4999537037,1.537878787878788,1.34e-07,5.28e-08
60475.4999537037,0.8134328358208953,2.43e-07,1.34e-07
60482.4999537037,0.6419753086419755,3.99e-07,2.43e-07
60489.4999537037,0.23308270676691722,4.92e-07,3.99e-07
60496.4999537037,-0.05284552845528456,4.66e-07,4.92e-07
60503.4999537037,-0.3519313304721031,3.02e-07,4.66e-07
60510.4999537037,-0.5960264900662251,1.22e-07,3.02e-07
60524.4999537037,-0.27213114754098366,8.88e-08,1.22e-07
60531.4999537037,-0.2533783783783783,6.63e-08,8.88e-08
60545.4999537037,-0.013574660633484226,6.54e-08,6.63e-08
60573.4999537037,0.7431192660550459,1.14e-07,6.54e-08
60636.4999537037,-0.45350877192982464,6.23e-08,1.14e-07
60650.4999537037,2.274478330658106,2.04e-07,6.23e-08
60657.4999537037,-0.5642156862745098,8.89e-08,2.04e-07
60664.4999537037,-0.19685039370078727,7.14e-08,8.89e-08
60692.4999537037,-0.053221288515406306,6.76e-08,7.14e-08
60699.4999537037,0.022189349112426093,6.91e-08,6.76e-08
60706.4999537037,0.4211287988422576,9.82e-08,6.91e-08
60720.4999537037,0.30346232179226074,1.28e-07,9.82e-08
60727.4999537037,0.390625,1.78e-07,1.28e-07
60734.4999537037,-0.2134831460674157,1.4e-07,1.78e-07
60741.4999537037,0.06428571428571428,1.49e-07,1.4e-07
60748.4999537037,0.49664429530201337,2.23e-07,1.49e-07
60755.4999537037,-0.7538116591928251,5.49e-08,2.23e-07
60762.4999537037,3.0983606557377046,2.25e-07,5.49e-08
60769.4999537037,0.6622222222222223,3.74e-07,2.25e-07
60776.4999537037,0.27807486631016043,4.78e-07,3.74e-07
60783.4999537037,-0.5690376569037657,2.06e-07,4.78e-07
60790.4999537037,-0.2233009708737863,1.6e-07,2.06e-07
60811.4999537037,1.2374999999999998,3.58e-07,1.6e-07
60818.4999537037,-0.5251396648044693,1.7e-07,3.58e-07
60825.4999537037,-0.3176470588235293,1.16e-07,1.7e-07
60832.4999537037,1.3275862068965516,2.7e-07,1.16e-07
60839.4999537037,-0.5814814814814815,1.13e-07,2.7e-07
60846.4999537037,-0.24601769911504434,8.52e-08,1.13e-07
60853.4999537037,-0.13380281690140838,7.38e-08,8.52e-08
60860.4999537037,0.02981029810298108,7.6e-08,7.38e-08
60867.4999537037,0.44736842105263164,1.1e-07,7.6e-08
60874.4999537037,0.18181818181818166,1.3e-07,1.1e-07
60888.4999537037,0.7615384615384615,2.29e-07,1.3e-07
60895.4999537037,0.5982532751091705,3.66e-07,2.29e-07
60902.4999537037,-0.46448087431693985,1.96e-07,3.66e-07
60909.4999537037,-0.6255102040816327,7.34e-08,1.96e-07
60923.4999537037,2.487738419618529,2.56e-07,7.34e-08
60930.4999537037,-0.653515625,8.87e-08,2.56e-07
60937.4999537037,0.16121758737316805,1.03e-07,8.87e-08
60944.4999537037,-0.21650485436893196,8.07e-08,1.03e-07
60951.4999537037,490705.3197026023,0.0396,8.07e-08
60965.4999537037,-0.9999980732323233,7.63e-08,0.0396
61007.4999537037,1.0838794233289648,1.59e-07,7.63e-08
61028.4999537037,-0.5213836477987421,7.61e-08,1.59e-07
