#MJD,index_change_target,index_target,index_current_for_recon
54693.5,0.31999999999999984,2.38,2.06
54707.5,-0.25,2.13,2.38
54721.5,0.8200000000000003,2.95,2.13
54728.5,-0.26000000000000023,2.69,2.95
54749.5,2.31,5.0,2.69
54756.5,-1.0899999999999999,3.91,5.0
54791.5,-1.1800000000000002,2.73,3.91
54798.5,0.5800000000000001,3.31,2.73
54812.5,-1.56,1.75,3.31
54819.5,0.2999999999999998,2.05,1.75
54826.5,0.2400000000000002,2.29,2.05
54833.49998842592,0.2799999999999998,2.57,2.29
54840.49998842592,-0.029999999999999805,2.54,2.57
54847.49998842592,0.06000000000000005,2.6,2.54
54854.49998842592,0.020000000000000018,2.62,2.6
54861.49998842592,-0.5500000000000003,2.07,2.62
54868.49998842592,0.17000000000000037,2.24,2.07
54875.49998842592,0.16999999999999993,2.41,2.24
54882.49998842592,0.8999999999999999,3.31,2.41
54889.49998842592,-0.9199999999999999,2.39,3.31
54896.49998842592,0.10000000000000009,2.49,2.39
54910.49998842592,-0.3900000000000001,2.1,2.49
54917.49998842592,0.6099999999999999,2.71,2.1
54924.49998842592,1.04,3.75,2.71
54931.49998842592,-1.0099999999999998,2.74,3.75
54938.49998842592,0.41999999999999993,3.16,2.74
55078.49998842592,-0.71,2.45,3.16
55085.49998842592,0.16999999999999993,2.62,2.45
55106.49998842592,0.45999999999999996,3.08,2.62
55113.49998842592,-0.7600000000000002,2.32,3.08
55134.49998842592,-0.31999999999999984,2.0,2.32
55148.49998842592,1.9100000000000001,3.91,2.0
55155.49998842592,-1.1300000000000003,2.78,3.91
55183.49998842592,-0.17999999999999972,2.6,2.78
55232.49998842592,2.4,5.0,2.6
55246.49998842592,-1.06,3.94,5.0
55344.49998842592,-1.0099999999999998,2.93,3.94
55372.49998842592,0.8599999999999999,3.79,2.93
55386.49998842592,-1.37,2.42,3.79
55393.49998842592,0.18999999999999995,2.61,2.42
55421.49998842592,-0.11999999999999966,2.49,2.61
55428.49998842592,-0.5400000000000003,1.95,2.49
55449.49998842592,0.1100000000000001,2.06,1.95
55456.49998842592,-0.21999999999999997,1.84,2.06
55463.49998842592,0.26,2.1,1.84
55470.49998842592,0.4099999999999997,2.51,2.1
55477.49998842592,0.7800000000000002,3.29,2.51
55491.49998842592,0.5499999999999998,3.84,3.29
55547.49998842592,-1.25,2.59,3.84
55589.49998842592,0.3400000000000003,2.93,2.59
55673.49998842592,0.2799999999999998,3.21,2.93
55813.49998842592,-0.08999999999999986,3.12,3.21
55855.49998842592,0.5,3.62,3.12
55883.49998842592,-1.27,2.35,3.62
55911.49998842592,0.33000000000000007,2.68,2.35
55918.49998842592,-0.8700000000000001,1.81,2.68
55925.49998842592,0.7399999999999998,2.55,1.81
55932.49998842592,-0.6699999999999999,1.88,2.55
55960.49998842592,0.8900000000000001,2.77,1.88
55974.49998842592,0.52,3.29,2.77
55981.49998842592,-0.6600000000000001,2.63,3.29
55988.49998842592,0.07000000000000028,2.7,2.63
55995.49998842592,0.009999999999999787,2.71,2.7
56009.49998842592,-0.74,1.97,2.71
56016.49998842592,0.1399999999999999,2.11,1.97
56030.49998842592,0.5,2.61,2.11
56044.49998842592,-0.06000000000000005,2.55,2.61
56051.49998842592,0.6700000000000004,3.22,2.55
56058.49998842592,0.22999999999999998,3.45,3.22
56072.49998842592,-1.5500000000000003,1.9,3.45
56079.49998842592,0.5,2.4,1.9
56100.49998842592,2.2500000000000004,4.65,2.4
56121.499976851854,-1.3800000000000003,3.27,4.65
56226.499976851854,-0.8999999999999999,2.37,3.27
56352.499976851854,0.020000000000000018,2.39,2.37
56359.499976851854,0.3599999999999999,2.75,2.39
56373.499976851854,-0.1499999999999999,2.6,2.75
56380.499976851854,-0.27,2.33,2.6
56415.499976851854,0.3900000000000001,2.72,2.33
56429.499976851854,0.009999999999999787,2.73,2.72
56471.499976851854,-0.5,2.23,2.73
56478.499976851854,0.75,2.98,2.23
56492.499976851854,-0.3900000000000001,2.59,2.98
56506.499976851854,-0.06000000000000005,2.53,2.59
56513.499976851854,1.4500000000000002,3.98,2.53
56520.499976851854,-1.69,2.29,3.98
56527.499976851854,0.52,2.81,2.29
56541.499976851854,-0.050000000000000266,2.76,2.81
56562.499976851854,1.38,4.14,2.76
56653.499976851854,-1.0099999999999998,3.13,4.14
56674.499976851854,1.58,4.71,3.13
56709.499976851854,-1.7799999999999998,2.93,4.71
56716.499976851854,1.3299999999999996,4.26,2.93
56723.499976851854,-1.42,2.84,4.26
56737.499976851854,-0.20999999999999996,2.63,2.84
56975.499976851854,-0.16999999999999993,2.46,2.63
56982.499976851854,2.54,5.0,2.46
57017.499976851854,-1.85,3.15,5.0
57059.499976851854,0.8999999999999999,4.05,3.15
57066.499976851854,-0.9099999999999997,3.14,4.05
57073.499976851854,-1.2200000000000002,1.92,3.14
57108.499976851854,0.06000000000000005,1.98,1.92
57115.499976851854,1.08,3.06,1.98
57178.499976851854,-0.3599999999999999,2.7,3.06
57192.499976851854,-0.3400000000000003,2.36,2.7
57199.499976851854,0.38000000000000034,2.74,2.36
57206.49996527778,-0.43000000000000016,2.31,2.74
57213.49996527778,-0.18999999999999995,2.12,2.31
57220.49996527778,0.08999999999999986,2.21,2.12
57227.49996527778,0.6000000000000001,2.81,2.21
57234.49996527778,-0.20000000000000018,2.61,2.81
57241.49996527778,-0.33999999999999986,2.27,2.61
57248.49996527778,0.08999999999999986,2.36,2.27
57255.49996527778,0.13000000000000034,2.49,2.36
57262.49996527778,-0.5000000000000002,1.99,2.49
57269.49996527778,0.4600000000000002,2.45,1.99
57276.49996527778,-0.31000000000000005,2.14,2.45
57283.49996527778,2.86,5.0,2.14
57311.49996527778,-2.49,2.51,5.0
57318.49996527778,0.2200000000000002,2.73,2.51
57339.49996527778,-0.3599999999999999,2.37,2.73
57360.49996527778,-0.16000000000000014,2.21,2.37
57367.49996527778,-0.08000000000000007,2.13,2.21
57374.49996527778,-0.2599999999999998,1.87,2.13
57381.49996527778,0.27,2.14,1.87
57388.49996527778,-0.19000000000000017,1.95,2.14
57395.49996527778,-0.08999999999999986,1.86,1.95
57402.49996527778,-0.010000000000000009,1.85,1.86
57409.49996527778,0.33999999999999986,2.19,1.85
57416.49996527778,0.16000000000000014,2.35,2.19
57423.49996527778,0.27,2.62,2.35
57430.49996527778,0.0,2.62,2.62
57437.49996527778,0.06000000000000005,2.68,2.62
57444.49996527778,0.1299999999999999,2.81,2.68
57451.49996527778,0.8399999999999999,3.65,2.81
57465.49996527778,-0.48,3.17,3.65
57472.49996527778,-0.040000000000000036,3.13,3.17
57486.49996527778,-0.6999999999999997,2.43,3.13
57493.49996527778,-0.5800000000000001,1.85,2.43
57514.49996527778,0.4099999999999997,2.26,1.85
57521.49996527778,0.010000000000000231,2.27,2.26
57528.49996527778,0.43000000000000016,2.7,2.27
57535.49996527778,-0.3500000000000001,2.35,2.7
57542.49996527778,0.2599999999999998,2.61,2.35
57549.49996527778,-0.06000000000000005,2.55,2.61
57563.49996527778,-0.1499999999999999,2.4,2.55
57570.49996527778,0.30000000000000027,2.7,2.4
57584.49996527778,2.13,4.83,2.7
57619.49996527778,0.16999999999999993,5.0,4.83
57640.49996527778,-2.55,2.45,5.0
57654.49996527778,0.5699999999999998,3.02,2.45
57745.49996527778,0.69,3.71,3.02
57773.4999537037,-0.5800000000000001,3.13,3.71
57836.4999537037,-0.10000000000000009,3.03,3.13
57843.4999537037,-0.34999999999999964,2.68,3.03
57850.4999537037,2.32,5.0,2.68
57871.4999537037,-2.71,2.29,5.0
57885.4999537037,0.9699999999999998,3.26,2.29
57955.4999537037,-0.5599999999999996,2.7,3.26
57997.4999537037,0.020000000000000018,2.72,2.7
58004.4999537037,-0.6900000000000004,2.03,2.72
58011.4999537037,2.97,5.0,2.03
58116.4999537037,-1.9,3.1,5.0
58123.4999537037,-0.18000000000000016,2.92,3.1
58228.4999537037,-0.21999999999999975,2.7,2.92
58235.4999537037,0.8999999999999999,3.6,2.7
58438.4999537037,-1.58,2.02,3.6
58445.4999537037,2.98,5.0,2.02
58473.4999537037,0.0,5.0,5.0
58487.4999537037,-2.41,2.59,5.0
58515.4999537037,0.4500000000000002,3.04,2.59
58613.4999537037,1.96,5.0,3.04
58627.4999537037,-2.21,2.79,5.0
58767.4999537037,2.21,5.0,2.79
58774.4999537037,-2.35,2.65,5.0
58788.4999537037,-0.2599999999999998,2.39,2.65
58879.4999537037,-0.040000000000000036,2.35,2.39
58886.4999537037,0.2799999999999998,2.63,2.35
58893.4999537037,-0.4099999999999997,2.22,2.63
58900.4999537037,0.2999999999999998,2.52,2.22
58914.4999537037,-0.3799999999999999,2.14,2.52
58921.4999537037,1.4299999999999997,3.57,2.14
59019.4999537037,-1.25,2.32,3.57
59082.4999537037,0.050000000000000266,2.37,2.32
59089.4999537037,-0.14000000000000012,2.23,2.37
59096.4999537037,0.5699999999999998,2.8,2.23
59117.4999537037,-0.16999999999999993,2.63,2.8
59131.4999537037,-0.13999999999999968,2.49,2.63
59138.4999537037,-0.8600000000000003,1.63,2.49
59145.4999537037,0.31000000000000005,1.94,1.63
59166.4999537037,-0.08999999999999986,1.85,1.94
59180.4999537037,0.3799999999999999,2.23,1.85
59194.4999537037,0.040000000000000036,2.27,2.23
59208.4999537037,-0.28,1.99,2.27
59229.4999537037,0.6100000000000001,2.6,1.99
59236.4999537037,0.77,3.37,2.6
59243.4999537037,-1.1800000000000002,2.19,3.37
59250.4999537037,-0.6199999999999999,1.57,2.19
59264.4999537037,0.10999999999999988,1.68,1.57
59271.4999537037,0.4600000000000002,2.14,1.68
59278.4999537037,0.6699999999999999,2.81,2.14
59285.4999537037,-0.95,1.86,2.81
59299.4999537037,0.1299999999999999,1.99,1.86
59313.4999537037,0.32999999999999985,2.32,1.99
59320.4999537037,-0.47999999999999976,1.84,2.32
59341.4999537037,0.3600000000000001,2.2,1.84
59348.4999537037,-0.40000000000000013,1.8,2.2
59355.4999537037,0.28,2.08,1.8
59362.4999537037,-0.13000000000000012,1.95,2.08
59369.4999537037,0.17999999999999994,2.13,1.95
59376.4999537037,-0.44999999999999996,1.68,2.13
59383.4999537037,0.8499999999999999,2.53,1.68
59390.4999537037,0.9400000000000004,3.47,2.53
59397.4999537037,-0.8700000000000001,2.6,3.47
59404.4999537037,-0.050000000000000266,2.55,2.6
59418.4999537037,0.0,2.55,2.55
59425.4999537037,-0.16999999999999993,2.38,2.55
59537.4999537037,0.2200000000000002,2.6,2.38
59579.4999537037,-0.43999999999999995,2.16,2.6
59586.4999537037,0.33999999999999986,2.5,2.16
59593.4999537037,-0.43999999999999995,2.06,2.5
59600.4999537037,0.21999999999999975,2.28,2.06
59656.4999537037,0.17000000000000037,2.45,2.28
59663.4999537037,0.13999999999999968,2.59,2.45
59670.4999537037,-0.4099999999999997,2.18,2.59
59684.4999537037,-0.020000000000000018,2.16,2.18
59740.4999537037,2.84,5.0,2.16
59754.4999537037,-2.19,2.81,5.0
59775.4999537037,-1.03,1.78,2.81
59782.4999537037,0.30000000000000004,2.08,1.78
59803.4999537037,0.08999999999999986,2.17,2.08
59824.4999537037,-0.10000000000000009,2.07,2.17
59838.4999537037,0.6600000000000001,2.73,2.07
59845.4999537037,-0.06999999999999984,2.66,2.73
59880.4999537037,-0.3400000000000003,2.32,2.66
59915.4999537037,0.33000000000000007,2.65,2.32
59922.4999537037,0.3599999999999999,3.01,2.65
59950.4999537037,1.9900000000000002,5.0,3.01
59964.4999537037,-2.84,2.16,5.0
59992.4999537037,2.84,5.0,2.16
60083.4999537037,-2.06,2.94,5.0
60125.4999537037,-0.31000000000000005,2.63,2.94
60132.4999537037,-0.4099999999999997,2.22,2.63
60139.4999537037,0.94,3.16,2.22
60146.4999537037,-0.25,2.91,3.16
60160.4999537037,-0.6200000000000001,2.29,2.91
60167.4999537037,-0.3800000000000001,1.91,2.29
60174.4999537037,0.2500000000000002,2.16,1.91
60181.4999537037,0.43999999999999995,2.6,2.16
60202.4999537037,2.4,5.0,2.6
60230.4999537037,-1.79,3.21,5.0
60237.4999537037,-0.5,2.71,3.21
60258.4999537037,-0.7000000000000002,2.01,2.71
60272.4999537037,0.6100000000000003,2.62,2.01
60279.4999537037,-0.4900000000000002,2.13,2.62
60286.4999537037,-0.2899999999999998,1.84,2.13
60293.4999537037,0.9599999999999997,2.8,1.84
60321.4999537037,-0.21999999999999975,2.58,2.8
60335.4999537037,-0.6300000000000001,1.95,2.58
60342.4999537037,-0.1399999999999999,1.81,1.95
60349.4999537037,0.17999999999999994,1.99,1.81
60356.4999537037,-0.30000000000000004,1.69,1.99
60363.4999537037,0.3700000000000001,2.06,1.69
60370.4999537037,0.009999999999999787,2.07,2.06
60377.4999537037,-0.09999999999999987,1.97,2.07
