#MJD,index_change_target,index_target,index_current_for_recon
60384.4999537037,0.2500000000000002,2.22,1.97
60391.4999537037,0.020000000000000018,2.24,2.22
60398.4999537037,0.019999999999999574,2.26,2.24
60405.4999537037,0.06000000000000005,2.32,2.26
60412.4999537037,0.3700000000000001,2.69,2.32
60419.4999537037,-0.6699999999999999,2.02,2.69
60426.4999537037,0.18000000000000016,2.2,2.02
60447.4999537037,0.1499999999999999,2.35,2.2
60454.4999537037,-0.44000000000000017,1.91,2.35
60468.4999537037,0.34999999999999987,2.26,1.91
60475.4999537037,-0.1599999999999997,2.1,2.26
60482.4999537037,0.06999999999999984,2.17,2.1
60489.4999537037,-0.06999999999999984,2.1,2.17
60496.4999537037,0.1299999999999999,2.23,2.1
60503.4999537037,-0.06000000000000005,2.17,2.23
60510.4999537037,0.16000000000000014,2.33,2.17
60524.4999537037,0.52,2.85,2.33
60531.4999537037,-0.69,2.16,2.85
60545.4999537037,0.3599999999999999,2.52,2.16
60573.4999537037,0.3599999999999999,2.88,2.52
60636.4999537037,-0.79,2.09,2.88
60650.4999537037,-0.08000000000000007,2.01,2.09
60657.4999537037,0.7400000000000002,2.75,2.01
60664.4999537037,0.10000000000000009,2.85,2.75
60692.4999537037,-0.7600000000000002,2.09,2.85
60699.4999537037,0.28000000000000025,2.37,2.09
60706.4999537037,0.52,2.89,2.37
60720.4999537037,-0.33000000000000007,2.56,2.89
60727.4999537037,0.77,3.33,2.56
60734.4999537037,-0.98,2.35,3.33
60741.4999537037,-0.16999999999999993,2.18,2.35
60748.4999537037,0.3599999999999999,2.54,2.18
60755.4999537037,-0.71,1.83,2.54
60762.4999537037,0.5899999999999999,2.42,1.83
60769.4999537037,-0.22999999999999998,2.19,2.42
60776.4999537037,0.14000000000000012,2.33,2.19
60783.4999537037,0.06000000000000005,2.39,2.33
60790.4999537037,-0.2400000000000002,2.15,2.39
60811.4999537037,0.1299999999999999,2.28,2.15
60818.4999537037,-0.4399999999999997,1.84,2.28
60825.4999537037,0.08999999999999986,1.93,1.84
60832.4999537037,0.8200000000000001,2.75,1.93
60839.4999537037,0.6099999999999999,3.36,2.75
60846.4999537037,-1.13,2.23,3.36
60853.4999537037,0.20999999999999996,2.44,2.23
60860.4999537037,-0.10999999999999988,2.33,2.44
60867.4999537037,0.75,3.08,2.33
60874.4999537037,-0.6299999999999999,2.45,3.08
60888.4999537037,0.2999999999999998,2.75,2.45
60895.4999537037,-0.29000000000000004,2.46,2.75
60902.4999537037,0.20000000000000018,2.66,2.46
60909.4999537037,-0.40000000000000036,2.26,2.66
60923.4999537037,-0.17999999999999972,2.08,2.26
60930.4999537037,0.9499999999999997,3.03,2.08
60937.4999537037,-0.7199999999999998,2.31,3.03
60944.4999537037,-0.06000000000000005,2.25,2.31
60951.4999537037,1.1400000000000001,3.39,2.25
60965.4999537037,-0.9199999999999999,2.47,3.39
61007.4999537037,0.5699999999999998,3.04,2.47
61028.4999537037,-1.09,1.95,3.04
