#MJD,flux_lag_1,flux_lag_2,flux_lag_3,flux_rolling_mean_3,flux_rolling_std_3,index_lag_1,index_lag_2,index_lag_3,index_rolling_mean_3,index_rolling_std_3
59915.4999537037,9.99e-08,1.19e-07,1.41e-07,0.0,0.0,2.66,2.73,2.07,2.57,0.22
59922.4999537037,5.91e-08,9.99e-08,1.19e-07,0.0,0.0,2.32,2.66,2.73,2.54,0.19
59950.4999537037,5.73e-08,5.91e-08,9.99e-08,0.0,0.0,2.65,2.32,2.66,2.66,0.35
59964.4999537037,8.54e-08,5.73e-08,5.91e-08,0.0,0.0,3.01,2.65,2.32,3.55,1.27
59992.4999537037,6.95e-08,8.54e-08,5.73e-08,0.0,0.0,5.0,3.01,2.65,3.39,1.46
60083.4999537037,5.73e-08,6.95e-08,8.54e-08,0.0,0.0,2.16,5.0,3.01,4.05,1.64
60125.4999537037,1.1e-07,5.73e-08,6.95e-08,0.0,0.0,5.0,2.16,5.0,3.37,1.47
60132.4999537037,8e-08,1.1e-07,5.73e-08,0.0,0.0,2.94,5.0,2.16,3.52,1.29
60139.4999537037,6.64e-08,8e-08,1.1e-07,0.0,0.0,2.63,2.94,5.0,2.6,0.36
60146.4999537037,6.82e-08,6.64e-08,8e-08,0.0,0.0,2.22,2.63,2.94,2.67,0.47
60160.4999537037,1.66e-07,6.82e-08,6.64e-08,0.0,0.0,3.16,2.22,2.63,2.76,0.49
60167.4999537037,7.27e-08,1.66e-07,6.82e-08,0.0,0.0,2.91,3.16,2.22,2.79,0.45
60174.4999537037,9.69e-08,7.27e-08,1.66e-07,0.0,0.0,2.29,2.91,3.16,2.37,0.5
60181.4999537037,7.57e-08,9.69e-08,7.27e-08,0.0,0.0,1.91,2.29,2.91,2.12,0.19
60202.4999537037,6.99e-08,7.57e-08,9.69e-08,0.0,0.0,2.16,1.91,2.29,2.22,0.35
60230.4999537037,7.33e-08,6.99e-08,7.57e-08,0.0,0.0,2.6,2.16,1.91,3.25,1.53
60237.4999537037,2.87e-05,7.33e-08,6.99e-08,0.0,0.0,5.0,2.6,2.16,3.6,1.25
60258.4999537037,1.22e-07,2.87e-05,7.33e-08,0.0,0.0,3.21,5.0,2.6,3.64,1.2
60272.4999537037,7.77e-08,1.22e-07,2.87e-05,0.0,0.0,2.71,3.21,5.0,2.64,0.6
60279.4999537037,6.69e-08,7.77e-08,1.22e-07,0.0,0.0,2.01,2.71,3.21,2.45,0.38
60286.4999537037,9.59e-08,6.69e-08,7.77e-08,0.0,0.0,2.62,2.01,2.71,2.25,0.32
60293.4999537037,1.19e-07,9.59e-08,6.69e-08,0.0,0.0,2.13,2.62,2.01,2.2,0.39
60321.4999537037,2.52e-07,1.19e-07,9.59e-08,0.0,0.0,1.84,2.13,2.62,2.26,0.49
60335.4999537037,1.67e-07,2.52e-07,1.19e-07,0.0,0.0,2.8,1.84,2.13,2.41,0.5
60342.4999537037,2.58e-07,1.67e-07,2.52e-07,0.0,0.0,2.58,2.8,1.84,2.44,0.44
60349.4999537037,5.19e-07,2.58e-07,1.67e-07,0.0,0.0,1.95,2.58,2.8,2.11,0.41
60356.4999537037,2.26e-07,5.19e-07,2.58e-07,0.0,0.0,1.81,1.95,2.58,1.92,0.09
60363.4999537037,2.95e-07,2.26e-07,5.19e-07,0.0,0.0,1.99,1.81,1.95,1.83,0.15
60370.4999537037,1.89e-07,2.95e-07,2.26e-07,0.0,0.0,1.69,1.99,1.81,1.91,0.2
60377.4999537037,2.2e-07,1.89e-07,2.95e-07,0.0,0.0,2.06,1.69,1.99,1.94,0.22
60384.4999537037,2.34e-07,2.2e-07,1.89e-07,0.0,0.0,2.07,2.06,1.69,2.03,0.06
60391.4999537037,3.29e-07,2.34e-07,2.2e-07,0.0,0.0,1.97,2.07,2.06,2.09,0.13
60398.4999537037,3.82e-07,3.29e-07,2.34e-07,0.0,0.0,2.22,1.97,2.07,2.14,0.15
60405.4999537037,1.33e-07,3.82e-07,3.29e-07,0.0,0.0,2.24,2.22,1.97,2.24,0.02
60412.4999537037,1.2e-07,1.33e-07,3.82e-07,0.0,0.0,2.26,2.24,2.22,2.27,0.04
60419.4999537037,1.19e-07,1.2e-07,1.33e-07,0.0,0.0,2.32,2.26,2.24,2.42,0.23
60426.4999537037,3.8e-07,1.19e-07,1.2e-07,0.0,0.0,2.69,2.32,2.26,2.34,0.34
60447.4999537037,1.98e-07,3.8e-07,1.19e-07,0.0,0.0,2.02,2.69,2.32,2.3,0.35
60454.4999537037,2.42e-07,1.98e-07,3.8e-07,0.0,0.0,2.2,2.02,2.69,2.19,0.17
60468.4999537037,2.42e-07,2.42e-07,1.98e-07,0.0,0.0,2.35,2.2,2.02,2.15,0.22
60475.4999537037,5.28e-08,2.42e-07,2.42e-07,0.0,0.0,1.91,2.35,2.2,2.17,0.23
60482.4999537037,1.34e-07,5.28e-08,2.42e-07,0.0,0.0,2.26,1.91,2.35,2.09,0.18
60489.4999537037,2.43e-07,1.34e-07,5.28e-08,0.0,0.0,2.1,2.26,1.91,2.18,0.08
60496.4999537037,3.99e-07,2.43e-07,1.34e-07,0.0,0.0,2.17,2.1,2.26,2.12,0.04
60503.4999537037,4.92e-07,3.99e-07,2.43e-07,0.0,0.0,2.1,2.17,2.1,2.17,0.07
60510.4999537037,4.66e-07,4.92e-07,3.99e-07,0.0,0.0,2.23,2.1,2.17,2.17,0.07
60524.4999537037,3.02e-07,4.66e-07,4.92e-07,0.0,0.0,2.17,2.23,2.1,2.24,0.08
60531.4999537037,1.22e-07,3.02e-07,4.66e-07,0.0,0.0,2.33,2.17,2.23,2.45,0.36
60545.4999537037,8.88e-08,1.22e-07,3.02e-07,0.0,0.0,2.85,2.33,2.17,2.45,0.36
60573.4999537037,6.63e-08,8.88e-08,1.22e-07,0.0,0.0,2.16,2.85,2.33,2.51,0.35
60636.4999537037,6.54e-08,6.63e-08,8.88e-08,0.0,0.0,2.52,2.16,2.85,2.52,0.36
60650.4999537037,1.14e-07,6.54e-08,6.63e-08,0.0,0.0,2.88,2.52,2.16,2.5,0.4
60657.4999537037,6.23e-08,1.14e-07,6.54e-08,0.0,0.0,2.09,2.88,2.52,2.33,0.48
60664.4999537037,2.04e-07,6.23e-08,1.14e-07,0.0,0.0,2.01,2.09,2.88,2.28,0.41
60692.4999537037,8.89e-08,2.04e-07,6.23e-08,0.0,0.0,2.75,2.01,2.09,2.54,0.46
60699.4999537037,7.14e-08,8.89e-08,2.04e-07,0.0,0.0,2.85,2.75,2.01,2.56,0.41
60706.4999537037,6.76e-08,7.14e-08,8.89e-08,0.0,0.0,2.09,2.85,2.75,2.44,0.38
60720.4999537037,6.91e-08,6.76e-08,7.14e-08,0.0,0.0,2.37,2.09,2.85,2.45,0.41
60727.4999537037,9.82e-08,6.91e-08,6.76e-08,0.0,0.0,2.89,2.37,2.09,2.61,0.26
60734.4999537037,1.28e-07,9.82e-08,6.91e-08,0.0,0.0,2.56,2.89,2.37,2.93,0.39
60741.4999537037,1.78e-07,1.28e-07,9.82e-08,0.0,0.0,3.33,2.56,2.89,2.75,0.52
60748.4999537037,1.4e-07,1.78e-07,1.28e-07,0.0,0.0,2.35,3.33,2.56,2.62,0.62
60755.4999537037,1.49e-07,1.4e-07,1.78e-07,0.0,0.0,2.18,2.35,3.33,2.36,0.18
60762.4999537037,2.23e-07,1.49e-07,1.4e-07,0.0,0.0,2.54,2.18,2.35,2.18,0.36
60769.4999537037,5.49e-08,2.23e-07,1.49e-07,0.0,0.0,1.83,2.54,2.18,2.26,0.38
60776.4999537037,2.25e-07,5.49e-08,2.23e-07,0.0,0.0,2.42,1.83,2.54,2.15,0.3
60783.4999537037,3.74e-07,2.25e-07,5.49e-08,0.0,0.0,2.19,2.42,1.83,2.31,0.12
60790.4999537037,4.78e-07,3.74e-07,2.25e-07,0.0,0.0,2.33,2.19,2.42,2.3,0.1
60811.4999537037,2.06e-07,4.78e-07,3.74e-07,0.0,0.0,2.39,2.33,2.19,2.29,0.12
60818.4999537037,1.6e-07,2.06e-07,4.78e-07,0.0,0.0,2.15,2.39,2.33,2.27,0.12
60825.4999537037,3.58e-07,1.6e-07,2.06e-07,0.0,0.0,2.28,2.15,2.39,2.09,0.23
60832.4999537037,1.7e-07,3.58e-07,1.6e-07,0.0,0.0,1.84,2.28,2.15,2.02,0.23
60839.4999537037,1.16e-07,1.7e-07,3.58e-07,0.0,0.0,1.93,1.84,2.28,2.17,0.5
60846.4999537037,2.7e-07,1.16e-07,1.7e-07,0.0,0.0,2.75,1.93,1.84,2.68,0.72
60853.4999537037,1.13e-07,2.7e-07,1.16e-07,0.0,0.0,3.36,2.75,1.93,2.78,0.57
60860.4999537037,8.52e-08,1.13e-07,2.7e-07,0.0,0.0,2.23,3.36,2.75,2.68,0.6
60867.4999537037,7.38e-08,8.52e-08,1.13e-07,0.0,0.0,2.44,2.23,3.36,2.33,0.11
60874.4999537037,7.6e-08,7.38e-08,8.52e-08,0.0,0.0,2.33,2.44,2.23,2.62,0.41
60888.4999537037,1.1e-07,7.6e-08,7.38e-08,0.0,0.0,3.08,2.33,2.44,2.62,0.4
60895.4999537037,1.3e-07,1.1e-07,7.6e-08,0.0,0.0,2.45,3.08,2.33,2.76,0.32
60902.4999537037,2.29e-07,1.3e-07,1.1e-07,0.0,0.0,2.75,2.45,3.08,2.55,0.17
60909.4999537037,3.66e-07,2.29e-07,1.3e-07,0.0,0.0,2.46,2.75,2.45,2.62,0.15
60923.4999537037,1.96e-07,3.66e-07,2.29e-07,0.0,0.0,2.66,2.46,2.75,2.46,0.2
60930.4999537037,7.34e-08,1.96e-07,3.66e-07,0.0,0.0,2.26,2.66,2.46,2.33,0.3
60937.4999537037,2.56e-07,7.34e-08,1.96e-07,0.0,0.0,2.08,2.26,2.66,2.46,0.5
60944.4999537037,8.87e-08,2.56e-07,7.34e-08,0.0,0.0,3.03,2.08,2.26,2.47,0.5
60951.4999537037,1.03e-07,8.87e-08,2.56e-07,0.0,0.0,2.31,3.03,2.08,2.53,0.43
60965.4999537037,8.07e-08,1.03e-07,8.87e-08,0.01,0.02,2.25,2.31,3.03,2.65,0.64
61007.4999537037,0.0396,8.07e-08,1.03e-07,0.01,0.02,3.39,2.25,2.31,2.7,0.6
