#MJD,index_current,index_lag_1,index_change_lag_1,index_momentum,index_ma_3,index_dist_from_ma,flux_current,flux_lag_1,flux_change_lag_1,flux_momentum
54693.5,2.06,2.65,0.0,-0.5899999999999999,2.355,-0.29499999999999993,6.41e-08,7.45e-08,0.0,-0.13959731543624165
54707.5,2.38,2.06,-0.5899999999999999,0.9099999999999997,2.3633333333333333,0.016666666666666607,5.49e-08,6.41e-08,-0.13959731543624165,-0.003928425593399454
54721.5,2.13,2.38,0.31999999999999984,-0.5699999999999998,2.19,-0.06000000000000005,7.17e-08,5.49e-08,-0.1435257410296411,0.44953666999138964
54728.5,2.95,2.13,-0.25,1.0700000000000003,2.486666666666667,0.4633333333333334,1.79e-07,7.17e-08,0.30601092896174853,1.1905023206895766
54749.5,2.69,2.95,0.8200000000000003,-1.0800000000000005,2.59,0.10000000000000009,1.2e-07,1.79e-07,1.4965132496513252,-1.8261221881988112
54756.5,5.0,2.69,-0.26000000000000023,2.5700000000000003,3.546666666666667,1.4533333333333331,7.86e-08,1.2e-07,-0.3296089385474861,-0.015391061452513899
54791.5,3.91,5.0,2.31,-3.4,3.8666666666666667,0.043333333333333446,1.06e-07,7.86e-08,-0.345,0.6936005089058523
54798.5,2.73,3.91,-1.0899999999999999,-0.0900000000000003,3.8800000000000003,-1.1500000000000004,7.46e-08,1.06e-07,0.34860050890585237,-0.6448269240001919
54812.5,3.31,2.73,-1.1800000000000002,1.7600000000000002,3.3166666666666664,-0.0066666666666663765,1.27e-07,7.46e-08,-0.29622641509433956,0.9986392837270474
54819.5,1.75,3.31,0.5800000000000001,-2.14,2.5966666666666667,-0.8466666666666667,7.1e-08,1.27e-07,0.7024128686327078,-1.1433577505224717
54826.5,2.05,1.75,-1.56,1.8599999999999999,2.37,-0.3200000000000003,5.96e-08,7.1e-08,-0.4409448818897639,0.28038150160807374
54833.49998842592,2.29,2.05,0.2999999999999998,-0.05999999999999961,2.03,0.26000000000000023,7.64e-08,5.96e-08,-0.16056338028169015,0.44244257491256267
54840.49998842592,2.57,2.29,0.2400000000000002,0.03999999999999959,2.3033333333333332,0.2666666666666666,1.2e-07,7.64e-08,0.2818791946308725,0.28880143364137867
54847.49998842592,2.54,2.57,0.2799999999999998,-0.3099999999999996,2.466666666666667,0.07333333333333325,1.19e-07,1.2e-07,0.5706806282722512,-0.5790139616055845
54854.49998842592,2.6,2.54,-0.029999999999999805,0.08999999999999986,2.57,0.03000000000000025,9.75e-08,1.19e-07,-0.008333333333333304,-0.17233893557422963
54861.49998842592,2.62,2.6,0.06000000000000005,-0.040000000000000036,2.586666666666667,0.033333333333333215,1.5e-07,9.75e-08,-0.18067226890756294,0.7191338073691013
54868.49998842592,2.07,2.62,0.020000000000000018,-0.5700000000000003,2.43,-0.3600000000000003,1.56e-07,1.5e-07,0.5384615384615383,-0.4984615384615383
54875.49998842592,2.24,2.07,-0.5500000000000003,0.7200000000000006,2.31,-0.06999999999999984,2.18e-07,1.56e-07,0.040000000000000036,0.3574358974358973
