#MJD,flux_current,flux_lag_1,flux_change_current,flux_change_lag_1,flux_momentum,flux_ma_3,flux_dist_from_ma,index_current,index_lag_1,index_change_lag_1,index_momentum
54693.5,6.41e-08,7.45e-08,-0.13959731543624165,0.0,-0.13959731543624165,6.929999999999999e-08,-0.07492795389048984,2.06,2.65,0.0,-0.5899999999999999
54707.5,5.49e-08,6.41e-08,-0.1435257410296411,-0.13959731543624165,-0.003928425593399454,6.45e-08,-0.14860681114551083,2.38,2.06,-0.5899999999999999,0.9099999999999997
54721.5,7.17e-08,5.49e-08,0.30601092896174853,-0.1435257410296411,0.44953666999138964,6.356666666666666e-08,0.12774869109947656,2.13,2.38,0.31999999999999984,-0.5699999999999998
54728.5,1.79e-07,7.17e-08,1.4965132496513252,0.30601092896174853,1.1905023206895766,1.0186666666666667e-07,0.756456358287022,2.95,2.13,-0.25,1.0700000000000003
54749.5,1.2e-07,1.79e-07,-0.3296089385474861,1.4965132496513252,-1.8261221881988112,1.2356666666666667e-07,-0.028840970350404407,2.69,2.95,0.8200000000000003,-1.0800000000000005
54756.5,7.86e-08,1.2e-07,-0.345,-0.3296089385474861,-0.015391061452513899,1.2586666666666666e-07,-0.3752315427361735,5.0,2.69,-0.26000000000000023,2.5700000000000003
54791.5,1.06e-07,7.86e-08,0.34860050890585237,-0.345,0.6936005089058523,1.0153333333333332e-07,0.04394883568383091,3.91,5.0,2.31,-3.4
54798.5,7.46e-08,1.06e-07,-0.29622641509433956,0.34860050890585237,-0.6448269240001919,8.639999999999999e-08,-0.13641618497109814,2.73,3.91,-1.0899999999999999,-0.0900000000000003
54812.5,1.27e-07,7.46e-08,0.7024128686327078,-0.29622641509433956,0.9986392837270474,1.0253333333333334e-07,0.238389087366028,3.31,2.73,-1.1800000000000002,1.7600000000000002
54819.5,7.1e-08,1.27e-07,-0.4409448818897639,0.7024128686327078,-1.1433577505224717,9.086666666666666e-08,-0.21839501648955656,1.75,3.31,0.5800000000000001,-2.14
54826.5,5.96e-08,7.1e-08,-0.16056338028169015,-0.4409448818897639,0.28038150160807374,8.586666666666668e-08,-0.3055447848003104,2.05,1.75,-1.56,1.8599999999999999
54833.49998842592,7.64e-08,5.96e-08,0.2818791946308725,-0.16056338028169015,0.44244257491256267,6.9e-08,0.10709117221418236,2.29,2.05,0.2999999999999998,-0.05999999999999961
54840.49998842592,1.2e-07,7.64e-08,0.5706806282722512,0.2818791946308725,0.28880143364137867,8.533333333333332e-08,0.4057744830277021,2.57,2.29,0.2400000000000002,0.03999999999999959
54847.49998842592,1.19e-07,1.2e-07,-0.008333333333333304,0.5706806282722512,-0.5790139616055845,1.0513333333333332e-07,0.1317706683560343,2.54,2.57,0.2799999999999998,-0.3099999999999996
54854.49998842592,9.75e-08,1.19e-07,-0.18067226890756294,-0.008333333333333304,-0.17233893557422963,1.1216666666666666e-07,-0.13064133016627066,2.6,2.54,-0.029999999999999805,0.08999999999999986
54861.49998842592,1.5e-07,9.75e-08,0.5384615384615383,-0.18067226890756294,0.7191338073691013,1.2216666666666667e-07,0.22764449291166838,2.62,2.6,0.06000000000000005,-0.040000000000000036
54868.49998842592,1.56e-07,1.5e-07,0.040000000000000036,0.5384615384615383,-0.4984615384615383,1.3450000000000002e-07,0.15973254086181254,2.07,2.62,0.020000000000000018,-0.5700000000000003
54875.49998842592,2.18e-07,1.56e-07,0.39743589743589736,0.040000000000000036,0.3574358974358973,1.7466666666666667e-07,0.247949647148579,2.24,2.07,-0.5500000000000003,0.7200000000000006
54882.49998842592,1.45e-07,2.18e-07,-0.3348623853211009,0.39743589743589736,-0.7322982827569983,1.73e-07,-0.16175621028307344,2.41,2.24,0.17000000000000037,-4.440892098500626e-16
54889.49998842592,2.04e-07,1.45e-07,0.4068965517241381,-0.3348623853211009,0.741758937045239,1.89e-07,0.079323109465891,3.31,2.41,0.16999999999999993,0.73
